GCVS S And                      =M31 V0894
GCVS DZ Dra                     =NSV 09415
GCVS EG Dra                     =NSV 11626
GCVS EH Dra                     =NSV 11735
GCVS EO Dra                     =NSV 10701
GCVS EZ Dra                     =NSV 12872
GCVS FS Dra                     =NSV 07030
GCVS FU Dra                     =VX Dra
GCVS IQ Dra                     =NSV 13266
GCVS IR Dra                     =NSV 19558
GCVS IS Dra                     =NSV 06391
GCVS IU Dra                     =NSV 20246
GCVS LT Dra                     =NSV 24534
GCVS LW Dra                     =NSV 11766
GCVS LZ Dra                     =NSV 12223
GCVS MP Dra                     =NSV 20002
GCVS MV Dra                     =NSV 24715
GCVS MW Dra                     =NSV 04629
GCVS MX Dra                     =NSV 05499
GCVS MY Dra                     =NSV 05631
GCVS MZ Dra                     =NSV 05644
GCVS NN Dra                     =NSV 06080
GCVS NO Dra                     =NSV 20276
GCVS NP Dra                     =NSV 22984
GCVS NQ Dra                     =NSV 11317
GCVS NR Dra                     =NSV 12492
GCVS PX Dra                     =NSV 20256
GCVS V0410 Dra                  =NSV 24546
GCVS V0413 Dra                  =NSV 24598
GCVS V0414 Dra                  =NSV 11544
GCVS V0418 Dra                  =NSV 11763
GCVS V0566 Dra                  =NSV 10184
GCVS V0569 Dra                  =NSV 10931
GCVS V0572 Dra                  =NSV 11170
GCVS V0573 Dra                  =NSV 11254
GCVS V0575 Dra                  =NSV 11597
GCVS V0577 Dra                  =NSV 11729
GCVS V0578 Dra                  =NSV 11702
GCVS V0579 Dra                  =NSV 11726
GCVS V0582 Dra                  =NSV 11854
GCVS V0585 Dra                  =NSV 11988
GCVS V0586 Dra                  =NSV 12014
GCVS V0588 Dra                  =NSV 12623
GCVS V0590 Dra                  =NSV 12751
GCVS V0593 Dra                  =NSV 12982
GCVS V0595 Dra                  =NSV 13051
GCVS V0596 Dra                  =NSV 13068
GCVS V0597 Dra                  =NSV 13099
GCVS V0598 Dra                  =NSV 13185
GCVS SV Equ                     =NSV 13431
GCVS TW Equ                     =NSV 13510
GCVS TX Equ                     =NSV 13663
GCVS UU Equ                     =NSV 13474
GCVS VZ Equ                     =NSV 13441
GCVS WW Equ                     =NSV 13444
GCVS WX Equ                     =NSV 13453
GCVS XX Equ                     =NSV 13486
GCVS XY Equ                     =NSV 13509
GCVS YY Equ                     =NSV 13616
GCVS AO Eri                     =AZ Eri
GCVS BB Eri                     =NSV 01759
GCVS EK Eri                     =NSV 01563
GCVS EN Eri                     =NSV 01831
GCVS EO Eri                     =NSV 01710
GCVS EP Eri                     =NSV 00975
GCVS EQ Eri                     =NSV 16044
GCVS GH Eri                     =NSV 01271
GCVS GK Eri                     =NSV 01282
GCVS GO Eri                     =NSV 01415
GCVS GZ Eri                     =NSV 01548
GCVS HN Eri                     =NSV 01649
GCVS IO Eri                     =NSV 01756
GCVS IP Eri                     =NSV 15607
GCVS IT Eri                     =NSV 01237
GCVS IU Eri                     =NSV 15937
GCVS IV Eri                     =NSV 01573
GCVS IX Eri                     =NSV 16168
GCVS IY Eri                     =NSV 00728
GCVS IZ Eri                     =NSV 15578
GCVS KK Eri                     =NSV 15648
GCVS KL Eri                     =NSV 01284
GCVS KM Eri                     =NSV 01564
GCVS KN Eri                     =NSV 01652
GCVS KO Eri                     =NSV 01660
GCVS KP Eri                     =NSV 16154
GCVS KQ Eri                     =NSV 01780
GCVS KR Eri                     =NSV 01781
GCVS KS Eri                     =NSV 16254
GCVS KU Eri                     =NSV 15577
GCVS KX Eri                     =NSV 00998
GCVS MQ Eri                     =NSV 01758
GCVS alf Eri                    =NSV 15353
GCVS del Eri                    =NSV 01246
GCVS UU For                     =NSV 00878
GCVS UW For                     =NSV 00863
GCVS XX For                     =NSV 00665
GCVS XZ For                     =NSV 00703
GCVS AB For                     =NSV 00848
GCVS AI For                     =NSV 01104
GCVS AR For                     =NSV 00690
GCVS AS For                     =NSV 00917
GCVS AT For                     =NSV 00969
GCVS AU For                     =NSV 00763
GCVS AV For                     =NSV 15483
GCVS AW For                     =NSV 01068
GCVS BF For                     =NSV 15584
GCVS nu. For                    =NSV 00717
GCVS BR Gem                     =NSV 03040
GCVS DY Gem                     =NSV 03039
GCVS OT Gem                     =NSV 03574
GCVS OW Gem                     =NSV 03005
GCVS OX Gem                     =NSV 02839
GCVS OZ Gem                     =NSV 03641
GCVS PP Gem                     =NSV 03288
GCVS PU Gem                     =NSV 02846
GCVS PZ Gem                     =NSV 02967
GCVS QQ Gem                     =NSV 03022
GCVS V0356 Gem                  =NSV 17387
GCVS V0360 Gem                  =NSV 17556
GCVS V0368 Gem                  =NSV 17190
GCVS V0369 Gem                  =NSV 17281
GCVS V0371 Gem                  =NSV 02852
GCVS V0373 Gem                  =NSV 17376
GCVS V0378 Gem                  =NSV 02837
GCVS V0379 Gem                  =NSV 02840
GCVS V0380 Gem                  =NSV 02889
GCVS V0381 Gem                  =NSV 03029
GCVS V0382 Gem                  =NSV 03186
GCVS V0383 Gem                  =NSV 03210
GCVS V0384 Gem                  =NSV 03230
GCVS V0385 Gem                  =NSV 03322
GCVS V0386 Gem                  =NSV 03346
GCVS V0387 Gem                  =NSV 03449
GCVS V0388 Gem                  =NSV 03450
GCVS V0389 Gem                  =NSV 17436
GCVS V0390 Gem                  =NSV 03728
GCVS V0408 Gem                  =NSV 03224
GCVS V0427 Gem                  =NSV 03545
GCVS V0454 Gem                  =NSV 03374
GCVS V0474 Gem                  =NSV 17584
GCVS V0475 Gem                  =NSV 03744
GCVS SV Gru                     =NSV 13981
GCVS BI Gru                     =NSV 14123
GCVS BL Gru                     =NSV 14336
GCVS BM Gru                     =NSV 14406
GCVS BN Gru                     =NSV 14415
GCVS BO Gru                     =NSV 14425
GCVS BW Gru                     =NSV 13820
GCVS CK Gru                     =NSV 14540
GCVS CM Gru                     =NSV 13793
GCVS CP Gru                     =NSV 13977
GCVS CV Gru                     =NSV 14190
GCVS DL Gru                     =NSV 14441
GCVS DQ Gru                     =NSV 26072
GCVS DR Gru                     =NSV 25925
GCVS DS Gru                     =NSV 14283
GCVS DT Gru                     =NSV 13717
GCVS DU Gru                     =NSV 14003
GCVS DV Gru                     =NSV 25852
GCVS DW Gru                     =NSV 14193
GCVS DX Gru                     =NSV 14195
GCVS DY Gru                     =NSV 14532
GCVS DZ Gru                     =NSV 13773
GCVS EE Gru                     =NSV 13809
GCVS EF Gru                     =NSV 13850
GCVS EG Gru                     =NSV 13870
GCVS EN Gru                     =NSV 14467
GCVS ER Gru                     =NSV 13791
GCVS EW Gru                     =NSV 14088
GCVS FH Gru                     =NSV 13742
GCVS FK Gru                     =NSV 13845
GCVS FL Gru                     =NSV 13893
GCVS FM Gru                     =NSV 13999
GCVS HS Her                     =IZ Her
GCVS V0771 Her                  =NSV 09958
GCVS V0776 Her                  =NSV 07970
GCVS V0799 Her                  =NSV 08515
GCVS V0801 Her                  =NSV 08543
GCVS V0816 Her                  =NSV 11248
GCVS V0818 Her                  =NSV 08523
GCVS V0821 Her                  =NSV 11225
GCVS V0822 Her                  =NSV 11442
GCVS V0833 Her                  =NSV 09118
GCVS V0837 Her                  =NSV 11263
GCVS V0840 Her                  =NSV 07814
GCVS V0842 Her                  =NSV 07457
GCVS V0857 Her                  =NSV 07968
GCVS V0874 Her                  =NSV 08316
GCVS V0924 Her                  =NSV 08063
GCVS V0931 Her                  =NSV 08159
GCVS V0949 Her                  =NSV 08584
GCVS V0962 Her                  =NSV 09478
GCVS V0973 Her                  =NSV 09950
GCVS V1006 Her                  =NSV 08156
GCVS V1017 Her                  =NSV 24410
GCVS V1074 Her                  =NSV 10369
GCVS V1077 Her                  =NSV 24505
GCVS V1081 Her                  =NSV 07865
GCVS V1083 Her                  =NSV 07922
GCVS V1087 Her                  =NSV 07978
GCVS V1090 Her                  =NSV 20876
GCVS V1109 Her                  =NSV 24609
GCVS V1110 Her                  =NSV 24614
GCVS V1116 Her                  =NSV 07777
GCVS V1117 Her                  =NSV 07883
GCVS V1118 Her                  =NSV 07891
GCVS V1119 Her                  =NSV 07901
GCVS V1120 Her                  =NSV 07913
GCVS V1121 Her                  =NSV 07928
GCVS V1122 Her                  =NSV 07967
GCVS V1123 Her                  =NSV 07989
GCVS V1124 Her                  =NSV 08170
GCVS V1125 Her                  =NSV 08179
GCVS V1126 Her                  =NSV 08208
GCVS V1127 Her                  =NSV 08224
GCVS V1128 Her                  =NSV 09195
GCVS V1129 Her                  =NSV 09631
GCVS V1130 Her                  =NSV 09676
GCVS V1131 Her                  =NSV 09697
GCVS V1132 Her                  =NSV 09696
GCVS V1133 Her                  =NSV 09853
GCVS V1134 Her                  =NSV 10870
GCVS V1135 Her                  =NSV 10993
GCVS V1136 Her                  =NSV 24495
GCVS V1141 Her                  =NSV 07340
GCVS V1178 Her                  =NSV 20642
GCVS V1287 Her                  =NSV 09576
GCVS V1370 Her                  =NSV 07734
GCVS V1374 Her                  =NSV 07800
GCVS V1375 Her                  =NSV 07806
GCVS V1384 Her                  =NSV 07910
GCVS V1398 Her                  =NSV 08217
GCVS V1399 Her                  =NSV 08243
GCVS V1405 Her                  =NSV 08503
GCVS V1406 Her                  =NSV 08550
GCVS V1409 Her                  =NSV 09188
GCVS V1411 Her                  =NSV 09253
GCVS V1417 Her                  =NSV 09450
GCVS V1422 Her                  =NSV 09539
GCVS V1423 Her                  =NSV 09545
GCVS V1426 Her                  =NSV 09603
GCVS V1427 Her                  =NSV 09639
GCVS V1428 Her                  =NSV 09674
GCVS V1429 Her                  =NSV 09702
GCVS V1430 Her                  =NSV 09686
GCVS V1431 Her                  =NSV 09715
GCVS V1432 Her                  =NSV 09750
GCVS V1436 Her                  =NSV 09817
GCVS V1437 Her                  =NSV 09827
GCVS V1438 Her                  =NSV 09847
GCVS V1439 Her                  =NSV 09845
GCVS V1451 Her                  =NSV 11188
GCVS V1469 Her                  =NSV 20705
GCVS V1471 Her                  =NSV 20723
GCVS V1492 Her                  =NSV 08537
GCVS V1518 Her                  =NSV 10179
GCVS V1519 Her                  =NSV 10222
GCVS V1521 Her                  =NSV 10290
GCVS V1529 Her                  =NSV 10725
GCVS V1530 Her                  =NSV 10744
GCVS V1531 Her                  =NSV 10836
GCVS V1533 Her                  =NSV 11064
GCVS V1537 Her                  =NSV 11392
GCVS V1538 Her                  =NSV 11403
GCVS V1540 Her                  =NSV 11537
GCVS V1541 Her                  =NSV 11576
GCVS gam Her                    =NSV 07667
GCVS iot Her                    =NSV 09501
GCVS ksi Her                    =NSV 09927
GCVS tau Her                    =NSV 07641
GCVS phi Her                    =NSV 07490
GCVS WX Hor                     =NSV 01382
GCVS WZ Hor                     =NSV 00950
GCVS AG Hor                     =NSV 01043
GCVS AH Hor                     =NSV 15830
GCVS AI Hor                     =NSV 01057
GCVS AO Hor                     =NSV 01030
GCVS AP Hor                     =NSV 01069
GCVS TW Hya                     =NSV 05057
GCVS KY Hya                     =NSV 04469
GCVS LM Hya                     =NSV 04080
GCVS LN Hya                     =NSV 06029
GCVS LP Hya                     =NSV 04485
GCVS LT Hya                     =NSV 06588
GCVS MV Hya                     =NSV 04203
GCVS NO Hya                     =NSV 04336
GCVS PS Hya                     =NSV 04759
GCVS V0335 Hya                  =NSV 05503
GCVS V0353 Hya                  =NSV 06574
GCVS V0358 Hya                  =NSV 04539
GCVS V0360 Hya                  =NSV 05552
GCVS V0371 Hya                  =NSV 04189
GCVS V0395 Hya                  =NSV 05428
GCVS V0398 Hya                  =NSV 04082
GCVS V0400 Hya                  =NSV 04114
GCVS V0403 Hya                  =NSV 04294
GCVS V0407 Hya                  =NSV 04397
GCVS V0408 Hya                  =NSV 04400
GCVS V0409 Hya                  =NSV 04399
GCVS V0410 Hya                  =NSV 04419
GCVS V0411 Hya                  =NSV 04422
GCVS V0412 Hya                  =NSV 04426
GCVS V0413 Hya                  =NSV 04433
GCVS V0415 Hya                  =NSV 18196
GCVS V0416 Hya                  =NSV 18310
GCVS V0422 Hya                  =NSV 06856
GCVS V0424 Hya                  =NSV 03966
GCVS V0425 Hya                  =NSV 04017
GCVS V0426 Hya                  =NSV 04095
GCVS V0427 Hya                  =NSV 04178
GCVS V0428 Hya                  =NSV 17960
GCVS V0429 Hya                  =NSV 04312
GCVS V0430 Hya                  =NSV 04369
GCVS V0431 Hya                  =NSV 04412
GCVS V0432 Hya                  =NSV 18149
GCVS V0433 Hya                  =NSV 04647
GCVS V0434 Hya                  =NSV 04653
GCVS V0435 Hya                  =NSV 04677
GCVS V0436 Hya                  =NSV 04732
GCVS V0437 Hya                  =NSV 04800
GCVS V0438 Hya                  =NSV 04915
GCVS V0439 Hya                  =NSV 04952
GCVS V0440 Hya                  =NSV 05033
GCVS V0440 Hya                  =NSV 05037
GCVS V0441 Hya                  =NSV 05115
GCVS V0442 Hya                  =NSV 05122
GCVS V0443 Hya                  =NSV 05154
GCVS V0444 Hya                  =NSV 05170
GCVS V0445 Hya                  =NSV 05187
GCVS V0446 Hya                  =NSV 05223
GCVS V0447 Hya                  =NSV 05288
GCVS V0448 Hya                  =NSV 05312
GCVS V0449 Hya                  =NSV 05373
GCVS V0450 Hya                  =NSV 05406
GCVS V0451 Hya                  =NSV 05414
GCVS V0452 Hya                  =NSV 05421
GCVS V0453 Hya                  =NSV 05488
GCVS V0454 Hya                  =NSV 05504
GCVS V0455 Hya                  =NSV 05741
GCVS V0456 Hya                  =NSV 05754
GCVS V0457 Hya                  =NSV 05789
GCVS V0458 Hya                  =NSV 05830
GCVS V0459 Hya                  =NSV 05943
GCVS V0460 Hya                  =NSV 06006
GCVS V0461 Hya                  =NSV 06013
GCVS V0462 Hya                  =NSV 06068
GCVS V0463 Hya                  =NSV 06249
GCVS V0464 Hya                  =NSV 06595
GCVS V0465 Hya                  =NSV 06806
GCVS V0478 Hya                  =NSV 17868
GCVS V0490 Hya                  =NSV 17948
GCVS V0557 Hya                  =NSV 06481
GCVS V0558 Hya                  =NSV 06571
GCVS V0560 Hya                  =NSV 06627
GCVS V0561 Hya                  =NSV 06736
GCVS V0562 Hya                  =NSV 06797
GCVS V0563 Hya                  =NSV 06887
GCVS V0677 Hya                  =NSV 20156
GCVS V0678 Hya                  =NSV 06838
GCVS eps Hya                    =NSV 04244
GCVS eta Hya                    =NSV 04212
GCVS R Hyi                      =SMC V0004
GCVS RY Hyi                     =SMC V2358
GCVS RZ Hyi                     =SMC V2360
GCVS SS Hyi                     =SMC V2361
GCVS ST Hyi                     =SMC V2362
GCVS SW Hyi                     =SMC V2367
GCVS SZ Hyi                     =SMC V2169
