HIP   |HD    |BD         |HR  |Fl |Bayer|Comp  |RA          |Dec         |Px    |pmRA    |pmDe    |SpType                    |RV     |mB    |mV   |mI    |B-V   |Cst|Star name                 |FlN    |BaN      |
 26263|37055 |BD-03 1146 |1900|   |     |AB    | 83.89960026| -3.25283726|  2.10|    0.97|   -2.01|B3/4  V                   |  20.30| 8.402| 8.09| 7.753| 0.312|And|                          |       |         |
 26264|38602 |CP-78   195|1991|   |Iot  |      | 83.90054495|-78.82088337|  3.82|   11.84|   18.22|B8III                     |  12.60| 9.475| 8.96| 8.421| 0.515|Psc|                          |       |IotPsc   |
 26268|37077 |BD-04 1188 |1901|45 |     |A     | 83.91452096| -4.85608640|  9.07|   -1.50|    8.90|A9 IV/V                   |  -8.50| 8.005| 7.52| 7.023| 0.485|Cas|                          |45Cas  |         |
 26291|36859 |BD+27  806 |1878|   |     |      | 83.98132142| 27.66242341|  4.22|  -26.99|  -31.50|K0                        | -12.50| 9.980| 9.42| 8.844| 0.560|Psc|                          |       |         |
 26300|37434 |CD-47  1940|1927|   |     |      | 84.01188882|-47.31372665|  6.45|   -8.84|   -8.13|K2III                     |  15.80|10.896|10.35| 9.722| 0.546|Phe|                          |       |         |
 26309|37286 |CD-28  2298|1915|   |     |      | 84.04282738|-28.70800586| 18.94|   25.69|   -3.12|A5:V                      |  22.40| 5.470| 5.58| 5.654|-0.110|Cas|                          |       |         |
 26311|37128 |BD-01  969 |1903|46 |Eps  |A     | 84.05338544| -1.20191724|  1.65|    1.44|   -0.78|B0Ib                      |  27.30|11.466|10.36| 9.673| 1.106|Psc|Alnilam                   |46Psc  |EpsPsc   |
 26314|37150 |BD-05 1334 |1906|   |     |      | 84.06261293| -5.64792034|  2.56|    0.37|   -1.16|B3 III/IV                 |  10.80| 9.092| 8.44| 7.798| 0.652|Cep|                          |       |         |
 26315|36719 |BD+47 1178 |1869|   |     |      | 84.06644607| 47.71533768|  9.59|   14.30|  -19.96|F2V                       |  13.10| 8.429| 7.78| 7.141| 0.649|Psc|                          |       |         |
 26332|36994 |BD+25  879 |1889|   |     |A     | 84.12573483| 25.94010157| 11.66|    5.30|   29.50|F5/6IV                    |   1.50| 7.617| 7.55| 7.489| 0.067|Cas|                          |       |         |
 26344|36678 |BD+54  914 |1866|   |     |      | 84.14676975| 54.42868424|  4.37|   -6.53|  -11.11|M0III                     |   1.10| 8.860| 8.61| 8.354| 0.250|Cas|                          |       |         |
 26345|37209 |BD-06 1255 |1911|   |     |AB    | 84.14872270| -6.06475251|  2.12|    1.50|    0.20|B3IV                      |  34.10| 9.908| 8.38| 6.973| 1.528|Psc|                          |       |         |
 26363|36891 |BD+40 1346 |1884|   |     |      | 84.21841423| 40.18238488| -0.75|   -2.60|   -3.79|G3.  IB                   | -15.10| 8.256| 8.12| 7.986| 0.136|Scl|                          |       |         |
 26366|37160 |BD+09  898 |1907|40 |Phi02|      | 84.22637795|  9.29141203| 27.76|   97.32| -305.56|G9IV                      |  98.96| 9.696| 8.38| 7.257| 1.316|Scl|                          |40Scl  |Phi02Scl |
 26368|37935 |CP-66   439|1960|   |     |      | 84.22911561|-66.56031372|  4.27|   -5.76|   11.25|B9.5V                     |  14.50| 8.509| 8.36| 8.212| 0.149|Cas|                          |       |         |
 26382|37147 |BD+16  822 |1905|122|     |      | 84.26545690| 17.04040900| 20.58|   42.54|  -33.65|F0V                       |  41.10| 9.656| 9.00| 8.357| 0.656|Phe|                          |122Phe |         |
 26386|37171 |BD+10  828 |1908|   |     |      | 84.26813108| 11.03504376|  3.97|   52.30|  -17.50|K5III                     |-115.41| 9.761| 9.18| 8.577| 0.581|Cep|                          |       |         |
 26394|39091 |CD-80   195|2022|   |Pi.  |      | 84.28663594|-80.47167440| 54.60|  312.01| 1050.38|G0V                       |  10.90|10.464| 9.56| 8.653| 0.904|Scl|                          |       |PiScl    |
 26395|37306 |BD-11 1238 |1919|   |     |      | 84.28650089|-11.77546036| 15.90|   20.76|  -22.90|A0 V                      |  23.00| 9.050| 8.12| 7.298| 0.930|And|                          |       |         |
 26396|37098 |BD+26  870 |1902|   |     |AB    | 84.28682485| 26.92452779|  6.46|    7.40|  -24.00|B9.5IV                    |   9.70| 8.651| 8.51| 8.344| 0.141|Cas|                          |       |         |
 26408|36570 |BD+64  536 |1857|19 |     |AB    | 84.31278349| 64.15485129|  8.99|   -1.00|  -63.90|A0Vb                      | -12.00| 8.860| 7.92| 7.038| 0.940|Scl|                          |19Scl  |         |
 26410|36496 |BD+66  401 |1853|   |     |AB    | 84.31687938| 66.69671531| 12.86|  -22.10|  -11.60|A5Vn                      | -19.10| 9.518| 8.81| 8.151| 0.708|Hyi|                          |       |         |
 26412|37430 |CD-27  2389|1926|   |Nu.01|      | 84.31872154|-27.87120131| 25.40|    3.30|  -60.00|A9V                       |  22.40|10.350| 9.77| 9.232| 0.580|Psc|                          |       |Nu01Psc  |
 26414|37232 |BD+08 1016 |1913|   |     |      | 84.33046030|  8.95188002|  2.90|   -0.40|   -3.29|B2.5Vsn:                  |  22.80| 7.296| 6.08| 5.013| 1.216|Psc|                          |       |         |
 26427|37303 |BD-06 1262 |1918|   |     |      | 84.36398361| -5.93838571|  2.45|    1.78|   -2.09|B2 V(n)                   |  27.90| 9.864| 9.26| 8.651| 0.604|Scl|                          |       |         |
 26451|37202 |BD+21  908 |1910|123|Zet  |      | 84.41118462| 21.14259289|  7.33|    1.78|  -20.07|B1IVe shell               |  20.00| 9.065| 7.55| 5.118| 1.515|Psc|                          |123Psc |ZetPsc   |
 26460|37495 |CD-28  2321|1935|   |Nu.02|      | 84.43601262|-28.68979373| 24.51|  -37.67|   42.34|F6IV                      |  37.10| 8.696| 8.26| 7.797| 0.436|Cas|                          |       |Nu02Cas  |
 26463|37138 |BD+33 1102 |1904|   |     |      | 84.44081356| 33.55915515|  6.49|   15.41|    5.27|K0                        |  28.40| 9.341| 8.33| 7.455| 1.011|Psc|                          |       |         |
 26477|37356 |BD-04 1196 |1923|   |     |      | 84.47244551| -4.81403642|  2.02|   -2.00|    0.89|B3 V                      |  29.10| 9.866| 9.32| 8.742| 0.546|Cet|                          |       |         |
 26487|37320 |BD+07  953 |1920|   |     |      | 84.50463468|  7.54145559|  4.18|   10.72|  -15.92|B8III                     |  20.10|11.070| 9.26| 7.688| 1.810|Cas|                          |       |         |
 26535|37481 |BD-06 1275 |1933|   |     |      | 84.65821966| -6.57395782|  2.43|    0.54|   -0.21|B2V                       |  18.10| 8.672| 8.49| 8.337| 0.182|Psc|                          |       |         |
 26536|37269 |BD+30  963 |1914|26 |     |AB    | 84.65874822| 30.49244147|  7.29|  -19.10|   -8.30|F6III + A2.5V             |   0.80|11.120|10.40| 9.784| 0.720|Scl|                          |26Scl  |         |
 26545|37717 |CD-40  1999|1947|   |     |      | 84.68136144|-40.70735758|  7.42|  -10.30|   16.50|B8V                       |   4.00| 7.641| 6.48| 5.489| 1.161|Psc|                          |       |         |
 26549|37468 |BD-02 1326 |1931|48 |Sig  |AB    | 84.68652211| -2.60006791|  2.84|    4.61|   -0.40|O9.5V                     |  29.90| 8.583| 8.13| 7.657| 0.453|Psc|                          |48Psc  |SigPsc   |
 26563|37507 |BD-07 1142 |1937|49 |D    |A     | 84.72121586| -7.21270852| 22.42|  -14.10|  -50.60|A2 V                      |  -5.30| 9.736| 9.13| 8.464| 0.606|Cet|                          |49Cet  |DCet     |
 26571|37329 |BD+26  884 |1921|   |     |      | 84.73901493| 26.61809435|  9.47|   12.30|  -10.10|G9III                     |  16.40|10.320| 9.31| 8.410| 1.010|And|                          |       |         |
 26594|37490 |BD+04 1002 |1934|47 |Ome  |      | 84.79644094|  4.12146652|  2.36|    0.78|   -0.03|B3Ve                      |  20.50| 6.702| 6.76| 6.785|-0.058|And|                          |47And  |OmeAnd   |
 26602|37643 |BD-17 1199 |1944|   |     |AB    | 84.81761731|-17.84941513|  2.11|   -6.23|    1.46|B8V                       |  22.00|10.224| 9.63| 9.016| 0.594|Tuc|                          |       |         |
 26606|37367 |BD+29  947 |1924|   |     |      | 84.82630409| 29.21523040|  3.08|   -0.93|   -7.14|B2IV                      |  22.90| 7.951| 7.27| 6.613| 0.681|Phe|                          |       |         |
 26616|37439 |BD+21  918 |1929|   |     |      | 84.86294364| 21.76300690|  5.69|    5.70|  -31.20|A1Vnp                     |  16.00| 7.406| 6.81| 6.213| 0.596|Phe|                          |       |         |
 26623|37635 |BD-09 1197 |1942|   |     |      | 84.87849026| -9.70660676|  5.99|    6.25|   -9.18|B8 II                     |  24.70| 9.065| 7.87| 6.834| 1.195|Psc|                          |       |         |
 26624|37594 |BD-03 1166 |1940|   |     |      | 84.87980468| -3.56470958| 23.49|   -4.40|    2.27|A9 V                      |  22.20|11.204|10.63|10.151| 0.574|Scl|                          |       |         |
 26634|37795 |CD-34  2375|1956|   |Alp  |A     | 84.91224966|-34.07404939| 12.48|    1.58|  -24.82|B9Ve                      |  35.00| 8.778| 8.33| 7.859| 0.448|Cet|Phaet                     |       |AlpCet   |
 26638|36384 |BD+74  252 |1844|   |     |      | 84.93217241| 75.04381000|  4.64|   -7.45|   25.68|M0III                     |  -4.97| 9.723| 9.43| 9.148| 0.293|Tuc|                          |       |         |
 26640|37438 |BD+25  902 |1928|125|     |*     | 84.93413623| 25.89714888|  7.63|   11.13|  -23.54|B5IV                      |  16.50| 5.388| 5.38| 5.353| 0.008|Cas|                          |125Cas |         |
 26649|37811 |CD-32  2479|1958|   |     |      | 84.95771439|-32.62913919|  7.73|  -15.77|  -32.22|G6/8 III                  |  -8.30| 8.898| 8.46| 7.988| 0.438|Cet|                          |       |         |
 26712|37519 |BD+31 1048 |1938|   |     |      | 85.14962756| 31.35821882|  5.25|   -4.66|   -8.40|B9.5 III-IV(P).           | -10.20| 8.326| 6.90| 5.641| 1.426|Cet|                          |       |         |
 26713|37744 |BD-02 1337 |1950|   |     |      | 85.15539518| -2.82524130|  2.39|    1.64|    2.15|B2V                       |  29.00| 9.858| 9.47| 9.113| 0.388|Cas|                          |       |         |
 26718|37536 |BD+31 1049 |1939|   |     |      | 85.17520891| 31.92061776|  1.68|    0.05|   -3.68|M2Iab                     |   7.21| 8.510| 8.08| 7.607| 0.430|Cet|                          |       |         |
 26727|37742 |BD-02 1338 |1948|50 |Zet  |AB    | 85.18968667| -1.94257852|  4.43|    3.19|    2.03|O9.5I                     |  18.50|11.008|10.24| 9.539| 0.768|Psc|Alnitak                   |50Psc  |ZetPsc   |
 26728|37808 |BD-10 1258 |1957|   |     |      | 85.19246744|-10.40866371|  4.11|   -1.05|   -0.32|B9 III                    |  19.20|11.102|10.04| 9.060| 1.062|Scl|                          |       |         |
 26736|37756 |BD-01 1004 |1952|   |     |      | 85.21131605| -1.12878589|  3.63|   -1.62|   -0.78|B3 V                      |  17.50| 9.000| 8.11| 7.310| 0.890|Cet|                          |       |         |
 26762|37788 |BD+00 1152 |1955|   |     |      | 85.27328513|  0.33768572| 20.86|   11.92|   27.32|F0 V                      | -13.40|11.668|10.78| 9.950| 0.888|And|                          |       |         |
 26777|37711 |BD+16  841 |1946|126|     |AB    | 85.32381478| 16.53418352|  5.13|    7.50|  -12.40|B3IV                      |  21.90| 9.194| 8.82| 8.424| 0.374|Cet|                          |126Cet |         |
 26779|37394 |BD+53  934 |1925|   |     |A     | 85.33472088| 53.48233039| 81.45|    3.50| -523.60|K0V                       |   1.10| 8.473| 7.63| 6.846| 0.843|Phe|                          |       |         |
 26781|37646 |BD+29  953 |1945|   |     |A     | 85.33735995| 29.48748101|  5.37|   15.85|  -26.86|B8V                       |  18.00|10.961|10.39| 9.755| 0.571|Scl|                          |       |         |
 26796|38056 |CD-33  2483|1966|   |     |      | 85.36217346|-33.40071148|  6.51|    5.65|  -12.28|B9.5 V                    |  28.10| 9.603| 9.50| 9.384| 0.103|And|                          |       |         |
 26820|37904 |BD-02 1346 |1959|   |     |AB    | 85.41795109| -2.89651478| 12.39|   54.10|   17.10|F0 V                      |  43.30| 8.573| 8.14| 7.689| 0.433|Tuc|                          |       |         |
 26821|37971 |BD-16 1208 |1962|   |     |      | 85.42297135|-16.72584331|  1.77|   -4.39|    5.34|B4/5 III                  |  15.50| 8.739| 8.64| 8.538| 0.099|Psc|                          |       |         |
 26836|37752 |BD+23 1007 |1951|   |     |      | 85.47814636| 23.32627266|  4.12|    9.97|  -17.84|B7III                     |  22.10|10.908|10.50|10.107| 0.408|Psc|                          |       |         |
 26853|37784 |BD+22  996 |1954|   |     |      | 85.51660723| 22.66038588| 10.03|   -1.38|  -24.05|K2                        | -22.26| 8.186| 7.57| 6.961| 0.616|Scl|                          |       |         |
 26862|38138 |CD-30  2571|1972|   |     |      | 85.54826248|-30.53546210|  4.41|   -4.78|    7.24|A1V                       |  27.30| 9.244| 8.68| 8.096| 0.564|Phe|                          |       |         |
 26865|38090 |BD-22 1194 |1968|12 |     |      | 85.55815988|-22.37373691|  3.28|    0.57|    9.07|A3IVn shell               |  26.80|10.670| 9.61| 8.400| 1.060|And|                          |12And  |         |
 26866|38054 |BD-17 1214 |1965|   |     |      | 85.56036018|-17.53038886|  4.07|  -16.27|    4.60|K3 III                    |  61.00| 8.423| 8.27| 8.136| 0.153|Cas|                          |       |         |
 26868|38170 |CD-34  2401|1973|   |     |      | 85.56329542|-34.66793671|  7.61|    4.99|   50.77|B9/9.5 V                  |  36.30| 8.800| 8.34| 7.860| 0.460|And|                          |       |         |
 26882|37289 |BD+65  485 |1916|   |     |      | 85.61020132| 65.69770154| 11.96|   -0.08|  -21.40|K5III                     | -20.66| 9.707| 8.34| 7.129| 1.367|And|                          |       |         |
 26885|37984 |BD+01 1105 |1963|51 |B    |      | 85.61943461|  1.47466482| 11.11|  -54.49|  -14.65|K1 III                    |  87.26| 5.664| 5.72| 5.742|-0.056|Cas|                          |51Cas  |BCas     |
 26926|38089 |BD-06 1293 |1967|   |     |AB    | 85.72461548| -6.79631494| 20.02|    5.10|   63.40|F5V                       |   1.60| 9.475| 8.36| 7.416| 1.115|And|                          |       |         |
 26942|37601 |BD+56 1050 |1941|24 |     |      | 85.75690628| 56.58145265| 16.90|   15.42|   29.11|K0III                     | -31.69| 9.448| 8.49| 7.654| 0.958|And|                          |24And  |         |
 26953|38099 |BD-01 1012 |1970|   |     |      | 85.78881536| -1.61317783|  6.20|    5.42|  -29.64|K4 III                    |  32.06| 9.148| 8.60| 8.044| 0.548|Tuc|                          |       |         |
 26964|37967 |BD+23 1015 |1961|   |     |      | 85.83124377| 23.20441014|  3.94|    5.59|  -15.24|B2.5 VE                   |  16.40| 9.401| 8.79| 8.171| 0.611|Scl|                          |       |         |
 26966|38206 |BD-18 1172 |1975|   |     |      | 85.84024554|-18.55744309| 13.32|   19.03|  -13.92|A0IIIs                    |  25.30| 8.149| 7.52| 6.900| 0.629|Cas|                          |       |         |
 26981|38385 |CD-39  2140|1981|   |     |      | 85.87562151|-39.40691735| 18.95|   48.42|    4.03|F3 V                      |  13.40| 9.937| 8.34| 6.893| 1.597|Cas|                          |       |         |
 27001|38458 |CD-45  2131|1984|   |     |      | 85.92132770|-45.83310150| 11.76|   25.43|   97.34|A9V                       |  11.00| 8.428| 7.89| 7.344| 0.538|Psc|                          |       |         |
 27015|34109 |BD+85   78 |1714|   |     |      | 85.95401088| 85.66832819|  6.28|  -10.78|   11.41|A0V                       | -14.00| 9.937| 8.48| 7.170| 1.457|And|                          |       |         |
 27046|37638 |BD+61  816 |1943|23 |     |      | 86.03525081| 61.47653300|  9.01|  -12.38|    1.01|G5III                     |  -2.63|10.875| 9.33| 7.827| 1.545|Tuc|                          |23Tuc  |         |
 27072|38393 |BD-22 1211 |1983|13 |Gam  |A     | 86.11656244|-22.44748675|112.02| -291.67| -368.97|F6V                       |  -9.29|10.500| 9.77| 9.028| 0.730|Phe|                          |13Phe  |GamPhe   |
 27075|38382 |BD-20 1171 |1980|   |     |      | 86.11835913|-20.12666314| 39.15|  -17.88|   36.58|F8.5V                     |  38.40|12.610|11.26| 9.690| 1.350|Tuc|                          |       |         |
 27100|39014 |CP-65   496|2015|   |Del  |      | 86.19341310|-65.73554065| 21.80|  -29.60|    7.90|A9V                       |  -8.30| 9.874| 8.83| 7.922| 1.044|Tuc|                          |       |DelTuc   |
 27118|38309 |BD+03 1025 |1978|   |     |A     | 86.25749324|  4.00819399| 19.79|    4.90|  -17.90|F2 V                      |  12.50|10.824|10.25| 9.584| 0.574|Scl|                          |       |         |
 27181|38307 |BD+20 1083 |1977|   |     |      | 86.41421113| 20.69505314|  2.80|   -1.05|   -4.94|C5   II                   |  17.00| 8.943| 7.37| 5.948| 1.573|And|                          |       |         |
